,Colouring,Director,Critic Review Count,Duration,Director Facebook Likes,Actor 3 Facebook Likes,Actor 2,Actor 1 Facebook Likes,Gross,Genres,Actor 1,Title,IMDb Votes,Cast Facebook Likes,Actor 3,Poster Facenumber,Plot Keywords,IMDb Link,User Review Count,Language,Country,Countent Rating,Budget,Actor 2 Facebook Likes,IMDb Score,Aspect Ratio,Facebook Likes,IMDb ID,id,Popularity,Revenue,Cast,Homepage,Tagline,Overview,Runtime,Production Companies,Release Date,Vote Count,Average Vote,Release Year,Adjusted Budget,Adjusted Revenue
3759,Color,Scott Foley,13.0,82.0,0.0,316.0,Greg Grunberg,927.0,,Comedy,Donald Faison,Let's Kill Ward's Wife,4247,2469,Dagmara Dominczyk,2.0,apology|death|group of friends|sex|toilet,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,11.0,English,USA,Unrated,5000000.0,833.0,5.4,,0,tt298070,300706,0.34010100000000004,0,Patrick Wilson|Scott Foley|Amy Acker|Donald Faison|Dagmara DomiÅ„czyk,,Real Friends Do the Dirty Work.,"Everyone hates Wardâ€™s wife and wants her dead, Ward (Donald Faison) most of all. But when his friendsâ€™ murderous fantasies turn into an (accidental) reality, they have to deal with a whole new set of problems â€” like how to dispose of the body and still make their 3 p.m. tee time. Scott Foley's directorial debut, also starring Foley, Patrick Wilson, Amy Acker, and Nicolette Sheridan, is a blackly comic caper about helping a friend out of a bad relationship by any means necessary.",81,Lost Rhino Films,12/23/2014,48,5.3,2014,4605455.254,0.0
1611,Color,Richard Donner,68.0,121.0,503.0,94.0,Nick Chinlund,808.0,144731527.0,Action,Rene Russo,Lethal Weapon 3,128010,1446,Stuart Wilson,2.0,gangster|gun|internal affairs|police|police officer,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,136.0,English,USA,R,35000000.0,277.0,6.7,2.35,0,tt010471,943,1.574949,321731527,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Stuart Wilson,,The magic is back again!,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",118,Silver Pictures|Warner Bros.,5/15/1992,468,6.1,1992,54390848.91,499978596.4
240,Color,Richard Donner,141.0,127.0,503.0,91.0,Rene Russo,5000.0,129734803.0,Action,Jet Li,Lethal Weapon 4,127497,6171,Darlene Love,2.0,kung fu|lapd|martial arts|private investigator|triad,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,287.0,English,USA,R,140000000.0,808.0,6.6,2.35,0,tt012215,944,1.206274,285444603,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Jet Li,,The faces you love. The action you expect.,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",127,Silver Pictures|Donner/Shuler-Donner Productions|Warner Bros.,7/10/1998,438,6.1,1998,187277365.7,381837952.1
3038,Color,Clint Eastwood,251.0,141.0,16000.0,78.0,Kazunari Ninomiya,378.0,13753931.0,Drama,Yuki Matsuzaki,Letters from Iwo Jima,132149,751,Shid?? Nakamura,0.0,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316.0,Japanese,USA,R,19000000.0,85.0,7.9,2.35,5000,tt049838,1251,0.723825,68673228,Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara|Ryo Kase|Nakamura ShidÅ II,http://iwojimathemovie.warnerbros.com/lettersofiwojima/framework/framework.html,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",141,DreamWorks SKG|Amblin Entertainment|Malpaso Productions|Warner Bros.,12/19/2006,292,6.9,2006,20551714.01,74281712.73
3932,Color,David Nixon,19.0,110.0,13.0,221.0,Michael Bolten,439.0,2848578.0,Drama,Robyn Lively,Letters to God,3942,1567,Christopher Schmidt,0.0,cancer|faith|hope|letter|prayer,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1,65.0,English,USA,PG,3500000.0,399.0,6.3,1.78,0,tt146205,35691,0.107729,0,Robyn Lively|Jeffrey Johnson|Bailee Madison|Maree Cheatham|Tanner Maguire,http://www.letterstogodthemovie.com,,"A young boy fighting cancer writes letters to God, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction.",110,Mercy Creek Entretainment,4/9/2010,24,6.7,2010,0.0,0.0
1861,Color,Gary Winick,159.0,105.0,56.0,22.0,Marcia DeBonis,898.0,53021560.0,Comedy,Vanessa Redgrave,Letters to Juliet,74630,1026,Luisa Ranieri,1.0,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156.0,English,USA,PG,30000000.0,60.0,6.5,2.35,13000,tt089231,37056,2.033563,0,Amanda Seyfried|Gael GarcÃ­a Bernal|Vanessa Redgrave|Christopher Egan|Marcia DeBonis,http://www.letterstojuliet-movie.com/,What if you had a second chance to find true love?,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",105,Summit Entertainment|Applehead Pictures,5/14/2010,482,6.5,2010,30000000.0,0.0
1263,Color,Tom Shadyac,73.0,86.0,293.0,255.0,Swoosie Kurtz,509.0,181395380.0,Comedy,Maura Tierney,Liar Liar,220392,2070,Randall 'Tex' Cobb,1.0,birthday|birthday wish|father disappoints child|lie|workaholic,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,243.0,English,USA,PG-13,45000000.0,418.0,6.8,1.85,0,tt011952,1624,1.087383,181000000,Jim Carrey|Maura Tierney|Justin Cooper|Cary Elwes|Anne Haney,,Trust me.,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",86,Imagine Entertainment|Universal Pictures,3/21/1997,774,6.2,1997,61130714.45,245881318.1
1371,Color,John Glen,117.0,133.0,46.0,275.0,Talisa Soto,683.0,34667015.0,Action,Robert Davi,Licence to Kill,74009,2371,Anthony Zerbe,0.0,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,317.0,English,UK,PG-13,32000000.0,349.0,6.6,2.35,0,tt009774,709,2.176623,156167015,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe,http://www.mgm.com/view/movie/1111/License-to-Kill/,His bad side is a dangerous place to be.,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,133,Eon Productions,7/7/1989,332,5.6,1989,56287518.05,274695427.4
1650,Color,Ken Kwapis,120.0,91.0,42.0,766.0,Christine Taylor,49000.0,43792641.0,Comedy,Robin Williams,License to Wed,32157,52566,Mindy Kaling,3.0,box office flop|church|kissing|usa|wedding,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,35000000.0,838.0,5.3,2.35,913,tt076211,2959,0.492637,69307224,Robin Williams|Mandy Moore|John Krasinski|Eric Christian Olsen|Christine Taylor,http://licensetowedthemovie.warnerbros.com/,First came love... then came Reverend Frank.,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",91,Village Roadshow Pictures|Warner Bros. Pictures|Robert Simonds Productions|Phoenix Pictures|Underground,7/4/2007,132,5.1,2007,36808400.39,72888230.03
3778,Color,Todd Solondz,159.0,98.0,377.0,844.0,Shirley Henderson,1000.0,278821.0,Comedy,Rich Pecci,Life During Wartime,5465,5041,Charlotte Rampling,1.0,forgiveness|ghost|new jersey|pedophile|three sisters,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,37.0,English,USA,R,,887.0,6.5,1.85,0,tt080852,39800,0.713022,744816,Ally Sheedy|Paul Reubens|Shirley Henderson|Allison Janney|Michael Kenneth Williams,http://www.ifcfilms.com/films/life-during-wartime-2,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in a war-torn world riddled with comedy and pathos.","Life During Wartime is a film by Todd Solondz. It is a sequel to his 1998 film Happiness, even though the characters are all played by different actors. It stars Allison Janney, Shirley Henderson, and CiarÃ¡n Hinds, among others. The official synopsis of the film is: ""Friends, family, and lovers struggle to find love, forgiveness, and meaning in a war-torn world riddled with comedy and pathos"". Solondz said Life During Wartime was ""a little more politically overt"" than previous works."" It won the Golden Osella award for best screenplay at the 66th Venice Film Festival.",97,Werc Werk Works,10/10/2009,11,5.1,2009,4573801.954,757031.3057
2638,Color,Irwin Winkler,99.0,125.0,34.0,1000.0,Hayden Christensen,16000.0,15561627.0,Drama,Ian Somerhalder,Life as a House,39105,21622,Kristin Scott Thomas,0.0,cancer|construction|house|house construction|neighbor,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,359.0,English,USA,R,18000000.0,4000.0,7.5,2.35,0,tt026479,11457,0.605248,0,Kevin Kline|Kristin Scott Thomas|Hayden Christensen|Jena Malone|Mary Steenburgen,,"Seen from a distance, it's perfect.","When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",125,New Line Cinema,10/25/2001,60,7.0,2001,22166786.1,0.0
323,Color,Ang Lee,552.0,127.0,0.0,341.0,Rafe Spall,774.0,124976634.0,Adventure,Suraj Sharma,Life of Pi,440084,2121,Tabu,0.0,animal|faith|india|journey|tiger,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,755.0,English,USA,PG,120000000.0,358.0,8.0,1.85,122000,tt045487,87827,3.14008,609016565,Suraj Sharma|Irrfan Khan|Ayush Tandon|Gautam Belur|Adil Hussain,http://www.lifeofpimovie.com/,Believe The Unbelievable,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",127,Ingenious Film Partners|Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Big Screen Productions,11/20/2012,4338,7.1,2012,113969313.8,578409999.9
1506,Color,Stephen Herek,86.0,103.0,65.0,311.0,Stockard Channing,11000.0,14448589.0,Comedy,Angelina Jolie Pitt,Life or Something Like It,19364,12566,James Gammon,2.0,football|homeless man|interview|psychic|reporter,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,USA,PG-13,40000000.0,944.0,5.8,2.35,835,tt028268,16643,0.646373,16872671,Angelina Jolie|Edward Burns|Tony Shalhoub|Christian Kane|Melissa Errico,,,"Angelina Jolie and Edward Burns sizzle in this romantic comedy about making choices, making friends and making a mess. Lanie (Jolie) is a beautiful, ambitious newscaster who thinks that having the perfect hair, perfect boyfriend and perfect apartment adds up to the perfect life, until an encounter with a street psychic throws her world into chaos.",103,Regency Enterprises|Epsilon Motion Pictures|Davis Entertainment|New Regency Pictures|Monarchy Enterprises S.a.r.l.,4/26/2002,57,5.6,2002,48490455.74,20454087.66
2217,Color,Tobe Hooper,159.0,101.0,365.0,141.0,Steve Railsback,338.0,,Action,Frank Finlay,Lifeforce,15531,1008,Peter Firth,0.0,alien|halleys comet|life force|space vampire|vampire,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,189.0,English,UK,R,25000000.0,246.0,6.1,2.35,0,tt008948,11954,0.555541,0,Steve Railsback|Peter Firth|Frank Finlay|Mathilda May|Patrick Stewart,,"In the blink of an eye, the terror begins.",A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,116,TriStar Pictures|Golan-Globus|Easedram,6/20/1985,49,5.8,1985,50679151.31,0.0
3673,Color,David F. Sandberg,159.0,81.0,26.0,300.0,Amiah Miller,2000.0,56536016.0,Horror,Billy Burke,Lights Out,13523,3344,Gabriel Bateman,0.0,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,4900000.0,509.0,6.9,2.35,0,tt478628,259761,0.039953,0,Lotta Losten,https://vimeo.com/82920243,You shouldn't go to sleep tonight,"A woman prepares for bed, but realizes that something may be lurking in the shadows.",3,,12/1/2013,28,7.1,2013,0.0,0.0
4248,Color,Drake Doremus,206.0,90.0,52.0,224.0,Charlie Bewley,34000.0,3388210.0,Drama,Jennifer Lawrence,Like Crazy,46813,34983,Finola Hughes,1.0,girlfriend|immigration|long distance relationship|parents|student visa,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,150.0,English,USA,PG-13,250000.0,487.0,6.7,1.78,12000,tt175869,60420,1.22871,3542353,Anton Yelchin|Felicity Jones|Jennifer Lawrence|Charlie Bewley|Alex Kingston,http://www.likecrazy.com/,I Want You. I Need You. I Love You. I Miss You.,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",90,Paramount Vantage|Andrea Sperling Productions|Indian Paintbrush|Super Crispy Entertainment|Ascension Productions,10/28/2011,257,6.4,2011,242349.5106,3433950.064
1855,Color,John Schultz,39.0,99.0,13.0,837.0,Robert Forster,1000.0,51432423.0,Comedy,Brenda Song,Like Mike,15074,3679,Anne Meara,7.0,basketball|lightning|nba|orphanage|shoe,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72.0,English,USA,PG,30000000.0,889.0,5.1,1.85,1000,tt030850,21972,0.27088,0,Shad Moss|Morris Chestnut|Jonathan Lipnicki|Brenda Song|Jesse Plemons,,"Think like Mike, Achieve like Mike, Be Like Mike.","Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",99,20th Century Fox|Like Mike Productions,7/3/2002,54,5.6,2002,36367841.81,0.0
625,Color,Dean DeBlois,180.0,85.0,255.0,443.0,Jason Scott Lee,1000.0,145771527.0,Adventure,Tia Carrere,Lilo & Stitch,117212,3112,David Ogden Stiers,0.0,alien|escape|fugitive|hawaii|social worker,http://www.imdb.com/title/tt0275847/?ref_=fn_tt_tt_1,367.0,English,USA,PG,80000000.0,533.0,7.2,1.66,0,tt027584,11544,2.095296,145771527,Chris Sanders|Daveigh Chase|Tia Carrere|David Ogden Stiers|Kevin McDonald,,He's coming to our galaxy.,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",85,Walt Disney Pictures|Walt Disney Feature Animation,6/21/2002,681,6.9,2002,96980911.49,176713194.5
831,Color,Steven Spielberg,538.0,150.0,14000.0,655.0,Hal Holbrook,23000.0,182204440.0,Biography,Joseph Gordon-Levitt,Lincoln,197412,25517,Bruce McGill,0.0,cultural conflict|politics|president|slavery|u.s. president,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,720.0,English,USA,PG-13,65000000.0,826.0,7.4,2.35,71000,tt044327,72976,1.312488,275293450,Daniel Day-Lewis|Sally Field|David Strathairn|Joseph Gordon-Levitt|James Spader,,,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",149,DreamWorks|Amblin Entertainment|Twentieth Century Fox Film Corporation|Dune Entertainment|The Kennedy/Marshall Company,11/9/2012,993,6.6,2012,61733378.29,261458379.8
1738, Black and White,Moustapha Akkad,24.0,156.0,278.0,249.0,Rod Steiger,695.0,,Biography,Oliver Reed,Lion of the Desert,9852,1573,John Gielgud,0.0,arab|general|libya|muslim|mussolini,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,55.0,English,Libya,PG,35000000.0,279.0,8.4,2.35,0,tt008105,26843,0.193253,0,Anthony Quinn|Rod Steiger|Oliver Reed|Irene Papas|Raf Vallone,,He was a man of honor in a war without any.,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",173,,4/17/1981,17,7.3,1981,83936678.17,0.0
1716,Color,Robert Redford,227.0,92.0,0.0,10000.0,Tom Cruise,11000.0,14998070.0,Drama,Meryl Streep,Lions for Lambs,41170,32875,Andrew Garfield,3.0,afghanistan|professor|reporter|student|university,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,298.0,English,USA,R,35000000.0,10000.0,6.2,2.35,0,tt089152,4515,1.156092,63215872,Robert Redford|Meryl Streep|Tom Cruise|Michael PeÃ±a|Andrew Garfield,,"If you don't STAND for something, you might FALL for anything.","Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",92,Cruise/Wagner Productions|United Artists|Wildwood Enterprises|Andell Entertainment|Metro-Goldwyn-Mayer (MGM),10/22/2007,119,5.7,2007,36808400.39,66482146.51
2946,Color,Khalil Sullins,17.0,100.0,5.0,46.0,Kalim Chandler,192.0,,Drama,Thomas Stroppel,Listening,1933,527,Amber Marie Bollinger,0.0,divorce papers|fainting|mind control|playground|technology,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,13.0,English,Cambodia,,,134.0,5.6,2.35,708,tt315358,331592,0.19254,0,Thomas Stroppel|Artie Ahr|Amber Marie Bollinger|Christine Haeberman|Steve Hanks,http://www.listeningmovie.com/,Hide your thoughts.,"For years, we have tried to harness the power of the human mindâ€¦ and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandoraâ€™s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.",100,Young Medium|Listen Film,9/11/2015,18,5.3,2015,0.0,0.0
1913,Color,Nick Hurran,73.0,105.0,34.0,642.0,Kevin Sussman,1000.0,20422207.0,Comedy,Holly Hunter,Little Black Book,15052,4369,Dave Annable,1.0,electronic devices|gynecologist|little black book|plan|set up,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,116.0,English,USA,PG-13,35000000.0,681.0,5.2,2.35,484,tt036184,14846,0.252151,22034832,Brittany Murphy|Holly Hunter|Kathy Bates|Ron Livingston|Kevin Sussman,,Have you ever been tempted to look inside his...,"Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",111,Revolution Studios|Blue Star Pictures,8/6/2004,57,5.2,2004,40405588.99,25438010.44
2526,Color,Alejandro Monteverde,45.0,106.0,38.0,975.0,Cary-Hiroyuki Tagawa,1000.0,6420319.0,Drama,Tom Wilkinson,Little Boy,15978,5705,Michael Rapaport,0.0,,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122.0,English,Mexico,PG-13,20000000.0,1000.0,7.4,2.35,15000,tt181068,256962,0.829111,6420319,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,http://www.littleboymovie.com/,Believe the impossible.,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,106,Metanoia Films,4/23/2015,113,7.1,2015,18399991.9,5906690.881
2996,Color,Todd Field,251.0,137.0,143.0,280.0,Noah Emmerich,14000.0,5459824.0,Drama,Kate Winslet,Little Children,92781,15337,Jane Adams,0.0,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320.0,English,USA,R,26000000.0,617.0,7.6,2.35,5000,tt040420,1440,0.5447930000000001,0,Kate Winslet|Patrick Wilson|Jennifer Connelly|Gregg Edelman|Sadie Goldstein,http://www.littlechildrenmovie.com,,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",136,New Line Cinema|Standard Film Company|Bona Fide Productions,10/6/2006,111,6.3,2006,28123398.12,0.0
428,Color,Paul Weitz,180.0,98.0,80.0,708.0,Blythe Danner,22000.0,148383780.0,Comedy,Robert De Niro,Little Fockers,85531,24082,Teri Polo,10.0,birthday|critically bashed|male nurse|nurse|suspicion,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,152.0,English,USA,PG-13,100000000.0,713.0,5.5,1.85,0,tt097086,39451,1.903671,310650585,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,http://www.littlefockers.net/,"Kids bring everyone closer, right?","It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",98,Paramount Pictures|Universal Pictures|Everyman Pictures|Relativity Media|Dreamworks Pictures,12/21/2010,717,5.4,2010,100000000.0,310650585.0
3440,Color,Jonathan Dayton,270.0,101.0,36.0,27.0,Steven Christopher Parker,7000.0,59889948.0,Comedy,Steve Carell,Little Miss Sunshine,355810,7227,Jill Talley,1.0,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,889.0,English,USA,R,8000000.0,150.0,7.9,2.35,15000,tt044905,773,0.7785890000000001,100523181,Greg Kinnear|Toni Collette|Steve Carell|Paul Dano|Abigail Breslin,http://www.foxsearchlight.com/littlemisssunshine/,A family on the verge of a breakdown,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",102,Fox Searchlight Pictures|Bona Fide Productions|Big Beach Films,7/26/2006,952,7.3,2006,8653353.266,108732824.6
673,Color,Steven Brill,87.0,90.0,65.0,658.0,Jon Lovitz,11000.0,39442871.0,Comedy,Adam Sandler,Little Nicky,80639,25190,Michael McKean,0.0,angel|devil|flask|hell|the devil,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,237.0,English,USA,PG-13,80000000.0,11000.0,5.3,1.85,0,tt018543,9678,0.561897,0,Adam Sandler|Patricia Arquette|Harvey Keitel|Rhys Ifans|Tommy 'Tiny' Lister,,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,"After the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",90,New Line Cinema|Avery Pix|Happy Madison Productions,11/10/2000,237,5.2,2000,107634829.7,0.0
1879,Color,Frank Oz,63.0,102.0,0.0,413.0,Jim Belushi,13000.0,38747385.0,Comedy,Bill Murray,Little Shop of Horrors,49349,15308,Tisha Campbell-Martin,2.0,eclipse|florist|nerd|plant|shop,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,165.0,English,USA,PG-13,25000000.0,854.0,6.9,1.85,0,tt009141,10776,0.5571550000000001,38748395,Rick Moranis|Ellen Greene|Vincent Gardenia|Steve Martin|Tisha Campbell-Martin,,Don't feed the plants.,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",94,"Geffen Company, The|Warner Bros.",12/19/1986,221,6.4,1986,49735160.27,77086305.42
3623,Color,Mark Herman,64.0,97.0,39.0,286.0,Annette Badland,1000.0,4595000.0,Comedy,Jim Broadbent,Little Voice,13892,2103,Brenda Blethyn,4.0,mother|recluse|shy|singer|talent,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,160.0,English,UK,R,,497.0,7.0,1.85,915,tt014700,8545,0.640131,0,Brenda Blethyn|Michael Caine|Ewan McGregor|Jane Horrocks|Jim Broadbent,,Finding your own voice can be magic.,"After the death of her father, Little Voice or LV becomes a virtual recluse, never going out and hardly ever saying a word. She just sits in her bedroom listening to her father's collection of old records of Shirley Bassey, Marilyn Monroe and various other famous female singers. But at night time, LV sings, imitating these great singers with surprising accuracy. One night she is overheard by one of her mother's boyfriends, who happens to be a talent agent. He manages to convince her that her talent is special and arranges for her to perform at the local night club, but several problems arise.",97,Miramax Films,11/5/1998,18,5.9,1998,0.0,0.0
2829,Color,Gillian Armstrong,27.0,115.0,44.0,902.0,Kirsten Dunst,23000.0,50003300.0,Drama,Christian Bale,Little Women,36624,29370,Eric Stoltz,4.0,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132.0,English,USA,PG,15000000.0,4000.0,7.3,1.85,0,tt011036,9587,0.4688020000000001,0,Winona Ryder|Gabriel Byrne|Trini Alvarado|Samantha Mathis|Kirsten Dunst,,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",115,Columbia Pictures,12/21/1994,106,6.8,1994,26480008.11,0.0
386,Color,Len Wiseman,354.0,129.0,235.0,297.0,Jonathan Sadowski,13000.0,134520804.0,Action,Bruce Willis,Live Free or Die Hard,336235,13961,Cyril Raffaelli,1.0,fbi|hacker|independence day|police|terrorist,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,782.0,English,USA,PG-13,110000000.0,300.0,7.2,2.35,0,tt033797,1571,2.227384,383531464,Bruce Willis|Justin Long|Timothy Olyphant|Cliff Curtis|Maggie Q,,The old school cop is back!,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",128,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Cheyenne Enterprises|Wintergreen Productions,6/20/2007,1393,6.3,2007,115683544.1,403347991.1
